"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"570...1495"	9	152097	152227	"CNAG_04155"	0	"-"	"EXPO 30"	"NA"
"551...1496"	9	152116	152246	"CNAG_04155b"	0	"-"	"STAT 30"	"Broad"
"429...1497"	9	152116	152246	"CNAG_04155bc"	0	"-"	"EXPO 37"	"NA"
"464...1498"	9	152116	152246	"CNAG_04155bcd"	0	"-"	"STAT 37"	"Broad"
"209...1499"	9	152213	152343	"CNAG_04156"	0	"+"	"EXPO 30"	"Broad"
"202...1500"	9	152189	152319	"CNAG_04156b"	0	"+"	"STAT 30"	"Broad"
"153...1501"	9	152213	152343	"CNAG_04156bc"	0	"+"	"EXPO 37"	"Broad"
"430...1502"	9	169530	169660	"CNAG_04162"	0	"-"	"EXPO 37"	"Broad"
"210...1503"	9	170926	171056	"CNAG_04163"	0	"+"	"EXPO 30"	"NA"
"154...1504"	9	170926	171056	"CNAG_04163b"	0	"+"	"EXPO 37"	"Broad"
"211...1505"	9	182817	182947	"CNAG_04168"	0	"+"	"EXPO 30"	"Broad"
"203...1506"	9	182817	182947	"CNAG_04168b"	0	"+"	"STAT 30"	"NA"
"155...1507"	9	182817	182947	"CNAG_04168bc"	0	"+"	"EXPO 37"	"Broad"
"167...1508"	9	182817	182947	"CNAG_04168bcd"	0	"+"	"STAT 37"	"Broad"
"212...1509"	9	194100	194230	"CNAG_04173"	0	"+"	"EXPO 30"	"Broad"
"168...1510"	9	194100	194230	"CNAG_04173b"	0	"+"	"STAT 37"	"Broad"
"213...1511"	9	200157	200287	"CNAG_04175"	0	"+"	"EXPO 30"	"NA"
"156...1512"	9	200157	200287	"CNAG_04175b"	0	"+"	"EXPO 37"	"Broad"
"552...1513"	9	217249	217379	"CNAG_04179"	0	"-"	"STAT 30"	"Sharp"
"465...1514"	9	217249	217379	"CNAG_04179b"	0	"-"	"STAT 37"	"Sharp"
"466...1515"	9	219910	220040	"CNAG_04181"	0	"-"	"STAT 37"	"NA"
"571...1516"	9	242859	242989	"CNAG_04189"	0	"-"	"EXPO 30"	"NA"
"553...1517"	9	242859	242989	"CNAG_04189b"	0	"-"	"STAT 30"	"Broad"
"572...1518"	9	286237	286367	"CNAG_04204"	0	"-"	"EXPO 30"	"Sharp"
"554...1519"	9	286237	286367	"CNAG_04204b"	0	"-"	"STAT 30"	"Sharp"
"431...1520"	9	286237	286367	"CNAG_04204bc"	0	"-"	"EXPO 37"	"Sharp"
"555...1521"	9	290061	290191	"CNAG_04206"	0	"-"	"STAT 30"	"Broad"
"432...1522"	9	290063	290193	"CNAG_04206b"	0	"-"	"EXPO 37"	"Broad"
"467...1523"	9	290061	290191	"CNAG_04206bc"	0	"-"	"STAT 37"	"Broad"
"214...1524"	9	297153	297283	"CNAG_04209"	0	"+"	"EXPO 30"	"NA"
"204...1525"	9	297153	297283	"CNAG_04209b"	0	"+"	"STAT 30"	"NA"
"157...1526"	9	297153	297283	"CNAG_04209bc"	0	"+"	"EXPO 37"	"NA"
"169...1527"	9	297153	297283	"CNAG_04209bcd"	0	"+"	"STAT 37"	"NA"
"215...1528"	9	306394	306524	"CNAG_04212"	0	"+"	"EXPO 30"	"Broad"
"158...1529"	9	306394	306524	"CNAG_04212b"	0	"+"	"EXPO 37"	"Broad"
"216...1530"	9	334879	335009	"CNAG_04224"	0	"+"	"EXPO 30"	"NA"
"205...1531"	9	334879	335009	"CNAG_04224b"	0	"+"	"STAT 30"	"Broad"
"159...1532"	9	334879	335009	"CNAG_04224bc"	0	"+"	"EXPO 37"	"Broad"
"170...1533"	9	334879	335009	"CNAG_04224bcd"	0	"+"	"STAT 37"	"Broad"
"573...1534"	9	349172	349302	"CNAG_04227"	0	"-"	"EXPO 30"	"Broad"
"217...1535"	9	363216	363346	"CNAG_04235"	0	"+"	"EXPO 30"	"Broad"
"206...1536"	9	363211	363341	"CNAG_04235b"	0	"+"	"STAT 30"	"Broad"
"160...1537"	9	363216	363346	"CNAG_04235bc"	0	"+"	"EXPO 37"	"Broad"
"574...1538"	9	366177	366307	"CNAG_04237"	0	"-"	"EXPO 30"	"Broad"
"556...1539"	9	366177	366307	"CNAG_04237b"	0	"-"	"STAT 30"	"Broad"
"433...1540"	9	366177	366307	"CNAG_04237bc"	0	"-"	"EXPO 37"	"Broad"
"468...1541"	9	366177	366307	"CNAG_04237bcd"	0	"-"	"STAT 37"	"Broad"
"218...1542"	9	416893	417023	"CNAG_04257"	0	"+"	"EXPO 30"	"Sharp"
"207...1543"	9	416893	417023	"CNAG_04257b"	0	"+"	"STAT 30"	"NA"
"219...1544"	9	419093	419223	"CNAG_04259"	0	"+"	"EXPO 30"	"NA"
"208...1545"	9	419093	419223	"CNAG_04259b"	0	"+"	"STAT 30"	"NA"
"161...1546"	9	419093	419223	"CNAG_04259bc"	0	"+"	"EXPO 37"	"Sharp"
"171...1547"	9	419093	419223	"CNAG_04259bcd"	0	"+"	"STAT 37"	"Sharp"
"575...1548"	9	451520	451650	"CNAG_04273"	0	"-"	"EXPO 30"	"Broad"
"557...1549"	9	451520	451650	"CNAG_04273b"	0	"-"	"STAT 30"	"Broad"
"434...1550"	9	451520	451650	"CNAG_04273bc"	0	"-"	"EXPO 37"	"Broad"
"558...1551"	9	484548	484678	"CNAG_04284"	0	"-"	"STAT 30"	"Broad"
"435...1552"	9	484548	484678	"CNAG_04284b"	0	"-"	"EXPO 37"	"Broad"
"469...1553"	9	484548	484678	"CNAG_04284bc"	0	"-"	"STAT 37"	"Broad"
"220...1554"	9	492557	492687	"CNAG_04290"	0	"+"	"EXPO 30"	"Broad"
"209...1555"	9	492557	492687	"CNAG_04290b"	0	"+"	"STAT 30"	"Broad"
"172...1556"	9	492557	492687	"CNAG_04290bc"	0	"+"	"STAT 37"	"Broad"
"221...1557"	9	495751	495881	"CNAG_04292"	0	"+"	"EXPO 30"	"NA"
"210...1558"	9	495751	495881	"CNAG_04292b"	0	"+"	"STAT 30"	"Sharp"
"173...1559"	9	497556	497686	"CNAG_04293"	0	"+"	"STAT 37"	"NA"
"222...1560"	9	512172	512302	"CNAG_04301"	0	"+"	"EXPO 30"	"NA"
"211...1561"	9	512172	512302	"CNAG_04301b"	0	"+"	"STAT 30"	"NA"
"174...1562"	9	512172	512302	"CNAG_04301bc"	0	"+"	"STAT 37"	"Broad"
"559...1563"	9	542490	542620	"CNAG_04314"	0	"-"	"STAT 30"	"Broad"
"223...1564"	9	562233	562363	"CNAG_04322"	0	"+"	"EXPO 30"	"Sharp"
"212...1565"	9	562233	562363	"CNAG_04322b"	0	"+"	"STAT 30"	"NA"
"162...1566"	9	562233	562363	"CNAG_04322bc"	0	"+"	"EXPO 37"	"Sharp"
"175...1567"	9	562239	562369	"CNAG_04322bcd"	0	"+"	"STAT 37"	"Broad"
"576...1568"	9	581105	581235	"CNAG_04328"	0	"-"	"EXPO 30"	"Sharp"
"560...1569"	9	581105	581235	"CNAG_04328b"	0	"-"	"STAT 30"	"Sharp"
"436...1570"	9	581105	581235	"CNAG_04328bc"	0	"-"	"EXPO 37"	"Sharp"
"470...1571"	9	581105	581235	"CNAG_04328bcd"	0	"-"	"STAT 37"	"Sharp"
"577...1572"	9	591243	591373	"CNAG_04332"	0	"-"	"EXPO 30"	"Broad"
"561...1573"	9	591243	591373	"CNAG_04332b"	0	"-"	"STAT 30"	"Broad"
"437...1574"	9	591243	591373	"CNAG_04332bc"	0	"-"	"EXPO 37"	"Broad"
"471...1575"	9	591243	591373	"CNAG_04332bcd"	0	"-"	"STAT 37"	"Broad"
"578...1576"	9	691199	691329	"CNAG_04369"	0	"-"	"EXPO 30"	"Broad"
"438...1577"	9	691199	691329	"CNAG_04369b"	0	"-"	"EXPO 37"	"Broad"
"579...1578"	9	700149	700279	"CNAG_04371"	0	"-"	"EXPO 30"	"Broad"
"224...1579"	9	700243	700373	"CNAG_04372"	0	"+"	"EXPO 30"	"NA"
"213...1580"	9	700243	700373	"CNAG_04372b"	0	"+"	"STAT 30"	"Broad"
"580...1581"	9	703796	703926	"CNAG_04373"	0	"-"	"EXPO 30"	"NA"
"562...1582"	9	703796	703926	"CNAG_04373b"	0	"-"	"STAT 30"	"NA"
"581...1583"	9	710228	710358	"CNAG_04375"	0	"-"	"EXPO 30"	"Broad"
"439...1584"	9	710228	710358	"CNAG_04375b"	0	"-"	"EXPO 37"	"Broad"
"440...1585"	9	724235	724365	"CNAG_04381"	0	"-"	"EXPO 37"	"Broad"
"472...1586"	9	724235	724365	"CNAG_04381b"	0	"-"	"STAT 37"	"Broad"
"225...1587"	9	733532	733662	"CNAG_04388"	0	"+"	"EXPO 30"	"NA"
"214...1588"	9	733617	733747	"CNAG_04388b"	0	"+"	"STAT 30"	"Broad"
"163...1589"	9	733507	733637	"CNAG_04388bc"	0	"+"	"EXPO 37"	"Broad"
"176...1590"	9	733507	733637	"CNAG_04388bcd"	0	"+"	"STAT 37"	"Broad"
"473...1591"	9	754321	754451	"CNAG_04395"	0	"-"	"STAT 37"	"Broad"
"582...1592"	9	878985	879115	"CNAG_04441"	0	"-"	"EXPO 30"	"NA"
"563...1593"	9	878985	879115	"CNAG_04441b"	0	"-"	"STAT 30"	"NA"
"441...1594"	9	878985	879115	"CNAG_04441bc"	0	"-"	"EXPO 37"	"NA"
"474...1595"	9	878985	879115	"CNAG_04441bcd"	0	"-"	"STAT 37"	"NA"
"226...1596"	9	886189	886319	"CNAG_04445"	0	"+"	"EXPO 30"	"NA"
"215...1597"	9	886189	886319	"CNAG_04445b"	0	"+"	"STAT 30"	"NA"
"164...1598"	9	886189	886319	"CNAG_04445bc"	0	"+"	"EXPO 37"	"NA"
"177...1599"	9	886189	886319	"CNAG_04445bcd"	0	"+"	"STAT 37"	"NA"
"227...1600"	9	904484	904614	"CNAG_04452"	0	"+"	"EXPO 30"	"Sharp"
"216...1601"	9	919414	919544	"CNAG_04459"	0	"+"	"STAT 30"	"NA"
"178...1602"	9	919414	919544	"CNAG_04459b"	0	"+"	"STAT 37"	"NA"
"228...1603"	9	959002	959132	"CNAG_04475"	0	"+"	"EXPO 30"	"NA"
"583...1604"	9	989554	989684	"CNAG_04485"	0	"-"	"EXPO 30"	"Sharp"
"564...1605"	9	989554	989684	"CNAG_04485b"	0	"-"	"STAT 30"	"Sharp"
"442...1606"	9	989554	989684	"CNAG_04485bc"	0	"-"	"EXPO 37"	"Sharp"
"475...1607"	9	989554	989684	"CNAG_04485bcd"	0	"-"	"STAT 37"	"Sharp"
"565...1608"	9	1021541	1021671	"CNAG_04499"	0	"-"	"STAT 30"	"Sharp"
"443...1609"	9	1021541	1021671	"CNAG_04499b"	0	"-"	"EXPO 37"	"Sharp"
"476...1610"	9	1021541	1021671	"CNAG_04499bc"	0	"-"	"STAT 37"	"Sharp"
"584...1611"	9	1030773	1030903	"CNAG_04502"	0	"-"	"EXPO 30"	"Broad"
"566...1612"	9	1030749	1030879	"CNAG_04502b"	0	"-"	"STAT 30"	"Broad"
"585...1613"	9	1051377	1051507	"CNAG_04510"	0	"-"	"EXPO 30"	"Broad"
"567...1614"	9	1051377	1051507	"CNAG_04510b"	0	"-"	"STAT 30"	"Broad"
"444...1615"	9	1051377	1051507	"CNAG_04510bc"	0	"-"	"EXPO 37"	"Broad"
"217...1616"	9	1058624	1058754	"CNAG_04514"	0	"+"	"STAT 30"	"Broad"
"568...1617"	9	1099633	1099763	"CNAG_04529"	0	"-"	"STAT 30"	"NA"
"586...1618"	10	1020382	1020512	"CNAG_04566"	0	"-"	"EXPO 30"	"Broad"
"569...1619"	10	1020382	1020512	"CNAG_04566b"	0	"-"	"STAT 30"	"Broad"
"477...1620"	10	1020365	1020495	"CNAG_04566bc"	0	"-"	"STAT 37"	"Broad"
"218...1621"	10	902358	902488	"CNAG_04607"	0	"+"	"STAT 30"	"Broad"
"229...1622"	10	900690	900820	"CNAG_04608"	0	"+"	"EXPO 30"	"NA"
"219...1623"	10	900690	900820	"CNAG_04608b"	0	"+"	"STAT 30"	"Sharp"
"179...1624"	10	900690	900820	"CNAG_04608bc"	0	"+"	"STAT 37"	"Sharp"
"230...1625"	10	894399	894529	"CNAG_04609"	0	"+"	"EXPO 30"	"Broad"
"165...1626"	10	811531	811661	"CNAG_04637"	0	"+"	"EXPO 37"	"NA"
"231...1627"	10	797517	797647	"CNAG_04640"	0	"+"	"EXPO 30"	"Sharp"
"232...1628"	10	777857	777987	"CNAG_04649"	0	"+"	"EXPO 30"	"Sharp"
"445...1629"	10	775324	775454	"CNAG_04651"	0	"-"	"EXPO 37"	"Broad"
"220...1630"	10	761200	761330	"CNAG_04656"	0	"+"	"STAT 30"	"Broad"
"180...1631"	10	761200	761330	"CNAG_04656b"	0	"+"	"STAT 37"	"Broad"
"587...1632"	10	756883	757013	"CNAG_04659"	0	"-"	"EXPO 30"	"Broad"
"570...1633"	10	756883	757013	"CNAG_04659b"	0	"-"	"STAT 30"	"Broad"
"446...1634"	10	756883	757013	"CNAG_04659bc"	0	"-"	"EXPO 37"	"Broad"
"478...1635"	10	756883	757013	"CNAG_04659bcd"	0	"-"	"STAT 37"	"Broad"
"221...1636"	10	736269	736399	"CNAG_04665"	0	"+"	"STAT 30"	"NA"
"588...1637"	10	736173	736303	"CNAG_04666"	0	"-"	"EXPO 30"	"Sharp"
"447...1638"	10	736173	736303	"CNAG_04666b"	0	"-"	"EXPO 37"	"Sharp"
"479...1639"	10	736173	736303	"CNAG_04666bc"	0	"-"	"STAT 37"	"Broad"
"233...1640"	10	733611	733741	"CNAG_04667"	0	"+"	"EXPO 30"	"Broad"
"222...1641"	10	733611	733741	"CNAG_04667b"	0	"+"	"STAT 30"	"Broad"
"166...1642"	10	733611	733741	"CNAG_04667bc"	0	"+"	"EXPO 37"	"Broad"
"181...1643"	10	733611	733741	"CNAG_04667bcd"	0	"+"	"STAT 37"	"Broad"
"589...1644"	10	733548	733678	"CNAG_04668"	0	"-"	"EXPO 30"	"Broad"
"571...1645"	10	733548	733678	"CNAG_04668b"	0	"-"	"STAT 30"	"Broad"
"448...1646"	10	733548	733678	"CNAG_04668bc"	0	"-"	"EXPO 37"	"Broad"
"480...1647"	10	733548	733678	"CNAG_04668bcd"	0	"-"	"STAT 37"	"Broad"
"590...1648"	10	724425	724555	"CNAG_04674"	0	"-"	"EXPO 30"	"Broad"
"572...1649"	10	724436	724566	"CNAG_04674b"	0	"-"	"STAT 30"	"Broad"
"449...1650"	10	724425	724555	"CNAG_04674bc"	0	"-"	"EXPO 37"	"Broad"
"481...1651"	10	724425	724555	"CNAG_04674bcd"	0	"-"	"STAT 37"	"Broad"
"573...1652"	10	720598	720728	"CNAG_04676"	0	"-"	"STAT 30"	"Broad"
"450...1653"	10	720598	720728	"CNAG_04676b"	0	"-"	"EXPO 37"	"Broad"
"482...1654"	10	720588	720718	"CNAG_04676bc"	0	"-"	"STAT 37"	"Broad"
"234...1655"	10	711112	711242	"CNAG_04679"	0	"+"	"EXPO 30"	"NA"
"223...1656"	10	711112	711242	"CNAG_04679b"	0	"+"	"STAT 30"	"Broad"
"167...1657"	10	711112	711242	"CNAG_04679bc"	0	"+"	"EXPO 37"	"Broad"
"182...1658"	10	711112	711242	"CNAG_04679bcd"	0	"+"	"STAT 37"	"Broad"
"591...1659"	10	705791	705921	"CNAG_04683"	0	"-"	"EXPO 30"	"NA"
"574...1660"	10	705791	705921	"CNAG_04683b"	0	"-"	"STAT 30"	"Broad"
"451...1661"	10	705791	705921	"CNAG_04683bc"	0	"-"	"EXPO 37"	"Broad"
"483...1662"	10	705791	705921	"CNAG_04683bcd"	0	"-"	"STAT 37"	"Broad"
"235...1663"	10	690026	690156	"CNAG_04689"	0	"+"	"EXPO 30"	"Broad"
"224...1664"	10	690026	690156	"CNAG_04689b"	0	"+"	"STAT 30"	"NA"
"592...1665"	10	679530	679660	"CNAG_04694"	0	"-"	"EXPO 30"	"Sharp"
"575...1666"	10	679538	679668	"CNAG_04694b"	0	"-"	"STAT 30"	"Broad"
"452...1667"	10	679530	679660	"CNAG_04694bc"	0	"-"	"EXPO 37"	"Sharp"
"484...1668"	10	679530	679660	"CNAG_04694bcd"	0	"-"	"STAT 37"	"Broad"
"593...1669"	10	665602	665732	"CNAG_04698"	0	"-"	"EXPO 30"	"Broad"
"576...1670"	10	665602	665732	"CNAG_04698b"	0	"-"	"STAT 30"	"Broad"
"453...1671"	10	665602	665732	"CNAG_04698bc"	0	"-"	"EXPO 37"	"Broad"
"485...1672"	10	665602	665732	"CNAG_04698bcd"	0	"-"	"STAT 37"	"Broad"
"225...1673"	10	605551	605681	"CNAG_04715"	0	"+"	"STAT 30"	"NA"
"168...1674"	10	605551	605681	"CNAG_04715b"	0	"+"	"EXPO 37"	"NA"
"183...1675"	10	605551	605681	"CNAG_04715bc"	0	"+"	"STAT 37"	"NA"
"594...1676"	10	570598	570728	"CNAG_04726"	0	"-"	"EXPO 30"	"Broad"
"454...1677"	10	570598	570728	"CNAG_04726b"	0	"-"	"EXPO 37"	"Broad"
"486...1678"	10	570598	570728	"CNAG_04726bc"	0	"-"	"STAT 37"	"Broad"
"226...1679"	10	567472	567602	"CNAG_04727"	0	"+"	"STAT 30"	"Broad"
"169...1680"	10	567472	567602	"CNAG_04727b"	0	"+"	"EXPO 37"	"Broad"
"577...1681"	10	561519	561649	"CNAG_04730"	0	"-"	"STAT 30"	"NA"
"487...1682"	10	561519	561649	"CNAG_04730b"	0	"-"	"STAT 37"	"NA"
"578...1683"	10	541014	541144	"CNAG_04737"	0	"-"	"STAT 30"	"Broad"
"455...1684"	10	540997	541127	"CNAG_04737b"	0	"-"	"EXPO 37"	"Broad"
"488...1685"	10	540997	541127	"CNAG_04737bc"	0	"-"	"STAT 37"	"Broad"
"595...1686"	10	533809	533939	"CNAG_04739"	0	"-"	"EXPO 30"	"Broad"
"579...1687"	10	533809	533939	"CNAG_04739b"	0	"-"	"STAT 30"	"NA"
"227...1688"	10	525870	526000	"CNAG_04741"	0	"+"	"STAT 30"	"Broad"
"228...1689"	10	520190	520320	"CNAG_04744"	0	"+"	"STAT 30"	"Broad"
"170...1690"	10	520190	520320	"CNAG_04744b"	0	"+"	"EXPO 37"	"Broad"
"184...1691"	10	520197	520327	"CNAG_04744bc"	0	"+"	"STAT 37"	"Broad"
"236...1692"	10	508203	508333	"CNAG_04750"	0	"+"	"EXPO 30"	"NA"
"229...1693"	10	508203	508333	"CNAG_04750b"	0	"+"	"STAT 30"	"NA"
"171...1694"	10	508203	508333	"CNAG_04750bc"	0	"+"	"EXPO 37"	"NA"
"185...1695"	10	508203	508333	"CNAG_04750bcd"	0	"+"	"STAT 37"	"NA"
"456...1696"	10	505752	505882	"CNAG_04751"	0	"-"	"EXPO 37"	"Broad"
"489...1697"	10	505752	505882	"CNAG_04751b"	0	"-"	"STAT 37"	"Broad"
"490...1698"	10	481343	481473	"CNAG_04757"	0	"-"	"STAT 37"	"Sharp"
"237...1699"	10	468606	468736	"CNAG_04762"	0	"+"	"EXPO 30"	"Broad"
"230...1700"	10	468606	468736	"CNAG_04762b"	0	"+"	"STAT 30"	"Broad"
"172...1701"	10	468606	468736	"CNAG_04762bc"	0	"+"	"EXPO 37"	"Broad"
"186...1702"	10	468606	468736	"CNAG_04762bcd"	0	"+"	"STAT 37"	"Broad"
"596...1703"	10	468475	468605	"CNAG_04763"	0	"-"	"EXPO 30"	"NA"
"580...1704"	10	468475	468605	"CNAG_04763b"	0	"-"	"STAT 30"	"Sharp"
"491...1705"	10	468475	468605	"CNAG_04763bc"	0	"-"	"STAT 37"	"Broad"
"597...1706"	10	464284	464414	"CNAG_04765"	0	"-"	"EXPO 30"	"Broad"
"581...1707"	10	464282	464412	"CNAG_04765b"	0	"-"	"STAT 30"	"Broad"
"457...1708"	10	464282	464412	"CNAG_04765bc"	0	"-"	"EXPO 37"	"Broad"
"492...1709"	10	464282	464412	"CNAG_04765bcd"	0	"-"	"STAT 37"	"Broad"
"231...1710"	10	408673	408803	"CNAG_04785"	0	"+"	"STAT 30"	"Broad"
"173...1711"	10	408673	408803	"CNAG_04785b"	0	"+"	"EXPO 37"	"NA"
"187...1712"	10	408673	408803	"CNAG_04785bc"	0	"+"	"STAT 37"	"Broad"
"238...1713"	10	394094	394224	"CNAG_04789"	0	"+"	"EXPO 30"	"NA"
"232...1714"	10	394094	394224	"CNAG_04789b"	0	"+"	"STAT 30"	"NA"
"598...1715"	10	371367	371497	"CNAG_04799"	0	"-"	"EXPO 30"	"NA"
"582...1716"	10	371367	371497	"CNAG_04799b"	0	"-"	"STAT 30"	"Broad"
"458...1717"	10	371367	371497	"CNAG_04799bc"	0	"-"	"EXPO 37"	"Broad"
"493...1718"	10	371367	371497	"CNAG_04799bcd"	0	"-"	"STAT 37"	"Broad"
"239...1719"	10	362046	362176	"CNAG_04802"	0	"+"	"EXPO 30"	"Broad"
"233...1720"	10	362046	362176	"CNAG_04802b"	0	"+"	"STAT 30"	"NA"
"174...1721"	10	362046	362176	"CNAG_04802bc"	0	"+"	"EXPO 37"	"Sharp"
"188...1722"	10	362046	362176	"CNAG_04802bcd"	0	"+"	"STAT 37"	"Sharp"
"234...1723"	10	352092	352222	"CNAG_04804"	0	"+"	"STAT 30"	"Broad"
"583...1724"	10	349607	349737	"CNAG_04806"	0	"-"	"STAT 30"	"Broad"
"494...1725"	10	349607	349737	"CNAG_04806b"	0	"-"	"STAT 37"	"Broad"
"240...1726"	10	309395	309525	"CNAG_04821"	0	"+"	"EXPO 30"	"Broad"
"235...1727"	10	309395	309525	"CNAG_04821b"	0	"+"	"STAT 30"	"Broad"
"175...1728"	10	309395	309525	"CNAG_04821bc"	0	"+"	"EXPO 37"	"Broad"
"189...1729"	10	309395	309525	"CNAG_04821bcd"	0	"+"	"STAT 37"	"Broad"
"241...1730"	10	298327	298457	"CNAG_04828"	0	"+"	"EXPO 30"	"Broad"
"236...1731"	10	298330	298460	"CNAG_04828b"	0	"+"	"STAT 30"	"Broad"
"176...1732"	10	298327	298457	"CNAG_04828bc"	0	"+"	"EXPO 37"	"Broad"
"190...1733"	10	298330	298460	"CNAG_04828bcd"	0	"+"	"STAT 37"	"Broad"
"599...1734"	10	271806	271936	"CNAG_04838"	0	"-"	"EXPO 30"	"Broad"
"600...1735"	10	267046	267176	"CNAG_04840"	0	"-"	"EXPO 30"	"Broad"
"584...1736"	10	267046	267176	"CNAG_04840b"	0	"-"	"STAT 30"	"Broad"
"459...1737"	10	267046	267176	"CNAG_04840bc"	0	"-"	"EXPO 37"	"Broad"
"495...1738"	10	267046	267176	"CNAG_04840bcd"	0	"-"	"STAT 37"	"Broad"
"601...1739"	10	260482	260612	"CNAG_04842"	0	"-"	"EXPO 30"	"Sharp"
"585...1740"	10	260482	260612	"CNAG_04842b"	0	"-"	"STAT 30"	"NA"
"496...1741"	10	260482	260612	"CNAG_04842bc"	0	"-"	"STAT 37"	"NA"
"242...1742"	10	253488	253618	"CNAG_04844"	0	"+"	"EXPO 30"	"Sharp"
"237...1743"	10	253488	253618	"CNAG_04844b"	0	"+"	"STAT 30"	"Sharp"
"177...1744"	10	253488	253618	"CNAG_04844bc"	0	"+"	"EXPO 37"	"Sharp"
"191...1745"	10	253488	253618	"CNAG_04844bcd"	0	"+"	"STAT 37"	"Sharp"
"602...1746"	10	199328	199458	"CNAG_04857"	0	"-"	"EXPO 30"	"NA"
"460...1747"	10	199328	199458	"CNAG_04857b"	0	"-"	"EXPO 37"	"NA"
"238...1748"	10	135258	135388	"CNAG_04876"	0	"+"	"STAT 30"	"NA"
"243...1749"	10	122581	122711	"CNAG_04879"	0	"+"	"EXPO 30"	"Sharp"
"244...1750"	10	114885	115015	"CNAG_04883"	0	"+"	"EXPO 30"	"Broad"
"239...1751"	10	114885	115015	"CNAG_04883b"	0	"+"	"STAT 30"	"Broad"
"178...1752"	10	114885	115015	"CNAG_04883bc"	0	"+"	"EXPO 37"	"Broad"
"192...1753"	10	114885	115015	"CNAG_04883bcd"	0	"+"	"STAT 37"	"Broad"
"586...1754"	10	114668	114798	"CNAG_04884"	0	"-"	"STAT 30"	"Sharp"
"497...1755"	10	114668	114798	"CNAG_04884b"	0	"-"	"STAT 37"	"Sharp"
"603...1756"	10	79148	79278	"CNAG_04900"	0	"-"	"EXPO 30"	"Broad"
"587...1757"	10	79148	79278	"CNAG_04900b"	0	"-"	"STAT 30"	"Broad"
"245...1758"	10	71696	71826	"CNAG_04903"	0	"+"	"EXPO 30"	"Sharp"
"240...1759"	10	71696	71826	"CNAG_04903b"	0	"+"	"STAT 30"	"Sharp"
"179...1760"	10	71696	71826	"CNAG_04903bc"	0	"+"	"EXPO 37"	"Sharp"
"193...1761"	10	71696	71826	"CNAG_04903bcd"	0	"+"	"STAT 37"	"Sharp"
"604...1762"	10	61244	61374	"CNAG_04906"	0	"-"	"EXPO 30"	"Broad"
"605...1763"	10	13094	13224	"CNAG_04925"	0	"-"	"EXPO 30"	"Broad"
"588...1764"	10	13111	13241	"CNAG_04925b"	0	"-"	"STAT 30"	"Broad"
"606...1765"	4	26251	26381	"CNAG_04938"	0	"-"	"EXPO 30"	"Broad"
"589...1766"	4	26251	26381	"CNAG_04938b"	0	"-"	"STAT 30"	"Broad"
"461...1767"	4	26251	26381	"CNAG_04938bc"	0	"-"	"EXPO 37"	"Broad"
"498...1768"	4	26251	26381	"CNAG_04938bcd"	0	"-"	"STAT 37"	"Broad"
"246...1769"	4	66708	66838	"CNAG_04953"	0	"+"	"EXPO 30"	"Broad"
"180...1770"	4	66708	66838	"CNAG_04953b"	0	"+"	"EXPO 37"	"Broad"
"607...1771"	4	113660	113790	"CNAG_04969"	0	"-"	"EXPO 30"	"NA"
"590...1772"	4	113660	113790	"CNAG_04969b"	0	"-"	"STAT 30"	"Broad"
"462...1773"	4	113660	113790	"CNAG_04969bc"	0	"-"	"EXPO 37"	"Broad"
"499...1774"	4	113660	113790	"CNAG_04969bcd"	0	"-"	"STAT 37"	"Broad"
"247...1775"	4	149118	149248	"CNAG_04985"	0	"+"	"EXPO 30"	"Broad"
"181...1776"	4	149118	149248	"CNAG_04985b"	0	"+"	"EXPO 37"	"Broad"
"608...1777"	4	222646	222776	"CNAG_05011"	0	"-"	"EXPO 30"	"Broad"
"248...1778"	4	226242	226372	"CNAG_05013"	0	"+"	"EXPO 30"	"Broad"
"241...1779"	4	226232	226362	"CNAG_05013b"	0	"+"	"STAT 30"	"Broad"
"182...1780"	4	226242	226372	"CNAG_05013bc"	0	"+"	"EXPO 37"	"Broad"
"194...1781"	4	226246	226376	"CNAG_05013bcd"	0	"+"	"STAT 37"	"Broad"
"591...1782"	4	278364	278494	"CNAG_05036"	0	"-"	"STAT 30"	"Broad"
"609...1783"	4	285983	286113	"CNAG_05041"	0	"-"	"EXPO 30"	"Broad"
"249...1784"	4	322880	323010	"CNAG_05059"	0	"+"	"EXPO 30"	"NA"
"610...1785"	4	326391	326521	"CNAG_05060"	0	"-"	"EXPO 30"	"NA"
"611...1786"	4	347446	347576	"CNAG_05068"	0	"-"	"EXPO 30"	"Broad"
"592...1787"	4	347446	347576	"CNAG_05068b"	0	"-"	"STAT 30"	"Broad"
"463...1788"	4	347446	347576	"CNAG_05068bc"	0	"-"	"EXPO 37"	"Broad"
"500...1789"	4	347446	347576	"CNAG_05068bcd"	0	"-"	"STAT 37"	"Broad"
"612...1790"	4	368843	368973	"CNAG_05074"	0	"-"	"EXPO 30"	"Broad"
"593...1791"	4	368843	368973	"CNAG_05074b"	0	"-"	"STAT 30"	"Broad"
"195...1792"	4	414707	414837	"CNAG_05090"	0	"+"	"STAT 37"	"NA"
"250...1793"	4	422006	422136	"CNAG_05095"	0	"+"	"EXPO 30"	"Broad"
